nombre_carrera,universidad,tipo_universidad,ciudad,comunidad_autonoma,modalidad,duracion_años,creditos_ects,rama_conocimiento,nota_corte,plazas,idioma,url_info
Grado en Información y Documentación,Universidad de Burgos,Pública,Burgos,Castilla y León,Presencial,4,240,Ciencias Sociales y Jurídicas,9.7,75,Español,https://www.ubu.es
Grado en Información y Documentación,Universidad de Cantabria,Pública,Santander,Cantabria,Presencial,4,240,Ciencias Sociales y Jurídicas,8.6,65,Español,https://www.unican.es
Grado en Información y Documentación,Universidad de Castilla-La Mancha,Pública,Ciudad Real,Castilla-La Mancha,Online,4,240,Ciencias Sociales y Jurídicas,8.2,55,Español,https://www.uclm.es
Grado en Información y Documentación,Universidad de Cádiz,Pública,Cádiz,Andalucía,Online,4,240,Ciencias Sociales y Jurídicas,7.7,80,Español,https://www.uca.es
Grado en Información y Documentación,Universidad de Córdoba,Pública,Córdoba,Andalucía,Online,4,240,Ciencias Sociales y Jurídicas,7.5,50,Español,https://www.uco.es
Grado en Información y Documentación,Universidad de Deusto,Privada,Bilbao,País Vasco,Online,4,240,Ciencias Sociales y Jurídicas,9.8,50,Español/Inglés,https://www.deusto.es
Grado en Información y Documentación,Universidad de Extremadura,Pública,Badajoz,Extremadura,Online,4,240,Ciencias Sociales y Jurídicas,8.3,80,Español,https://www.unex.es
Grado en Información y Documentación,Universidad de Girona,Pública,Girona,Cataluña,Presencial,4,240,Ciencias Sociales y Jurídicas,8.1,55,Catalán/Español,https://www.udg.edu
Grado en Información y Documentación,Universidad de Granada,Pública,Granada,Andalucía,Presencial,4,240,Ciencias Sociales y Jurídicas,7.9,40,Español,https://www.ugr.es
Grado en Información y Documentación,Universidad de Huelva,Pública,Huelva,Andalucía,Online,4,240,Ciencias Sociales y Jurídicas,9.8,50,Español,https://www.uhu.es
Grado en Información y Documentación,Universidad de Jaén,Pública,Jaén,Andalucía,Presencial,4,240,Ciencias Sociales y Jurídicas,9.7,100,Español,https://www.ujaen.es
Grado en Información y Documentación,Universidad de La Laguna,Pública,San Cristóbal de La Laguna,Islas Canarias,Online,4,240,Ciencias Sociales y Jurídicas,9.9,80,Español,https://www.ull.es
Grado en Información y Documentación,Universidad de La Rioja,Pública,Logroño,La Rioja,Presencial,4,240,Ciencias Sociales y Jurídicas,8.6,80,Español,https://www.unirioja.es
Grado en Información y Documentación,Universidad de Las Palmas de Gran Canaria,Pública,Las Palmas de G.C.,Islas Canarias,Online,4,240,Ciencias Sociales y Jurídicas,8.4,45,Español,https://www.ulpgc.es
Grado en Información y Documentación,Universidad de León,Pública,León,Castilla y León,Online,4,240,Ciencias Sociales y Jurídicas,9.6,95,Español,https://www.unileon.es
Grado en Información y Documentación,Universidad de Lleida,Pública,Lleida,Cataluña,Presencial,4,240,Ciencias Sociales y Jurídicas,9.0,100,Catalán/Español,https://www.udl.es
Grado en Información y Documentación,Universidad de Mondragón,Privada,Mondragón,País Vasco,Online,4,240,Ciencias Sociales y Jurídicas,7.9,45,Vasco/Español,https://www.mondragon.edu
Grado en Información y Documentación,Universidad de Murcia,Pública,Murcia,Región de Murcia,Presencial,4,240,Ciencias Sociales y Jurídicas,8.3,70,Español,https://www.um.es
Grado en Información y Documentación,Universidad de Málaga,Pública,Málaga,Andalucía,Presencial,4,240,Ciencias Sociales y Jurídicas,9.7,100,Español,https://www.uma.es
Grado en Información y Documentación,Universidad de Navarra,Privada,Pamplona,Navarra,Online,4,240,Ciencias Sociales y Jurídicas,9.9,55,Español/Inglés,https://www.unav.edu
Grado en Información y Documentación,Universidad de Oviedo,Pública,Oviedo,Asturias,Online,4,240,Ciencias Sociales y Jurídicas,10.1,45,Español,https://www.uniovi.es
Grado en Información y Documentación,Universidad de Salamanca,Pública,Salamanca,Castilla y León,Online,4,240,Ciencias Sociales y Jurídicas,9.8,100,Español,https://www.usal.es
Grado en Información y Documentación,Universidad de Santiago de Compostela,Pública,Santiago de Compostela,Galicia,Online,4,240,Ciencias Sociales y Jurídicas,9.9,65,Gallego/Español,https://www.usc.gal
Grado en Información y Documentación,Universidad de Sevilla,Pública,Sevilla,Andalucía,Online,4,240,Ciencias Sociales y Jurídicas,9.9,45,Español,https://www.us.es
Grado en Información y Documentación,Universidad de Valencia,Pública,Valencia,Comunidad Valenciana,Presencial,4,240,Ciencias Sociales y Jurídicas,8.1,95,Valenciano/Español,https://www.uv.es
Grado en Información y Documentación,Universidad de Valladolid,Pública,Valladolid,Castilla y León,Online,4,240,Ciencias Sociales y Jurídicas,10.0,45,Español,https://www.uva.es
Grado en Información y Documentación,Universidad de Vigo,Pública,Vigo,Galicia,Presencial,4,240,Ciencias Sociales y Jurídicas,8.0,95,Gallego/Español,https://www.uvigo.gal
Grado en Información y Documentación,Universidad de Zaragoza,Pública,Zaragoza,Aragón,Online,4,240,Ciencias Sociales y Jurídicas,8.7,85,Español,https://www.unizar.es
Grado en Información y Documentación,Universidad de las Islas Baleares,Pública,Palma de Mallorca,Islas Baleares,Presencial,4,240,Ciencias Sociales y Jurídicas,9.7,75,Catalán/Español,https://www.uib.es
Grado en Información y Documentación,Universidad del País Vasco,Pública,Bilbao,País Vasco,Presencial,4,240,Ciencias Sociales y Jurídicas,10.9,45,Vasco/Español,https://www.ehu.eus
Grado en Magisterio de Educación Infantil,IE University,Privada,Segovia,Castilla y León,Presencial,4,240,Ciencias Sociales y Jurídicas,9.9,70,Español/Inglés,https://www.ie.edu
Grado en Magisterio de Educación Infantil,Universidad Alfonso X el Sabio,Privada,Villanueva de la Cañada,Comunidad de Madrid,Presencial,4,240,Ciencias Sociales y Jurídicas,9.9,50,Español,https://www.uax.es
Grado en Magisterio de Educación Infantil,Universidad Autónoma de Barcelona,Pública,Bellaterra,Cataluña,Presencial,4,240,Ciencias Sociales y Jurídicas,8.6,175,Catalán/Español,https://www.uab.cat
Grado en Magisterio de Educación Infantil,Universidad Autónoma de Madrid,Pública,Madrid,Comunidad de Madrid,Presencial,4,240,Ciencias Sociales y Jurídicas,9.6,90,Español,https://www.uam.es
Grado en Magisterio de Educación Infantil,Universidad CEU Cardenal Herrera,Privada,Valencia,Comunidad Valenciana,Presencial,4,240,Ciencias Sociales y Jurídicas,8.7,85,Español,https://www.uchceu.es
Grado en Magisterio de Educación Infantil,Universidad CEU San Pablo,Privada,Madrid,Comunidad de Madrid,Presencial,4,240,Ciencias Sociales y Jurídicas,10.8,100,Español/Inglés,https://www.uspceu.com
Grado en Magisterio de Educación Infantil,Universidad Carlos III de Madrid,Pública,Getafe,Comunidad de Madrid,Presencial,4,240,Ciencias Sociales y Jurídicas,10.2,100,Español/Inglés,https://www.uc3m.es
Grado en Magisterio de Educación Infantil,Universidad Católica de Murcia (UCAM),Privada,Murcia,Región de Murcia,Presencial,4,240,Ciencias Sociales y Jurídicas,10.2,85,Español/Inglés,https://www.ucam.edu
Grado en Magisterio de Educación Infantil,Universidad Católica de Valencia,Privada,Valencia,Comunidad Valenciana,Presencial,4,240,Ciencias Sociales y Jurídicas,10.5,80,Español,https://www.ucv.es
Grado en Magisterio de Educación Infantil,Universidad Complutense de Madrid,Pública,Madrid,Comunidad de Madrid,Presencial,4,240,Ciencias Sociales y Jurídicas,9.9,100,Español,https://www.ucm.es
Grado en Magisterio de Educación Infantil,Universidad Francisco de Vitoria,Privada,Madrid,Comunidad de Madrid,Presencial,4,240,Ciencias Sociales y Jurídicas,10.9,75,Español/Inglés,https://www.ufv.es
Grado en Magisterio de Educación Infantil,Universidad Internacional de Cataluña,Privada,Barcelona,Cataluña,Presencial,4,240,Ciencias Sociales y Jurídicas,9.9,65,Español/Inglés,https://www.uic.es
Grado en Magisterio de Educación Infantil,Universidad Jaume I,Pública,Castellón de la Plana,Comunidad Valenciana,Presencial,4,240,Ciencias Sociales y Jurídicas,8.6,145,Valenciano/Español,https://www.uji.es
Grado en Magisterio de Educación Infantil,Universidad Loyola Andalucía,Privada,Sevilla,Andalucía,Presencial,4,240,Ciencias Sociales y Jurídicas,8.8,55,Español/Inglés,https://www.uloyola.es
Grado en Magisterio de Educación Infantil,Universidad Miguel Hernández,Pública,Elche,Comunidad Valenciana,Presencial,4,240,Ciencias Sociales y Jurídicas,10.9,95,Valenciano/Español,https://www.umh.es
Grado en Magisterio de Educación Infantil,Universidad Nebrija,Privada,Madrid,Comunidad de Madrid,Presencial,4,240,Ciencias Sociales y Jurídicas,10.5,55,Español/Inglés,https://www.nebrija.es
Grado en Magisterio de Educación Infantil,Universidad Pablo de Olavide,Pública,Sevilla,Andalucía,Presencial,4,240,Ciencias Sociales y Jurídicas,10.2,100,Español,https://www.upo.es
Grado en Magisterio de Educación Infantil,Universidad Politécnica de Cartagena,Pública,Cartagena,Región de Murcia,Presencial,4,240,Ciencias Sociales y Jurídicas,10.6,90,Español,https://www.upct.es
Grado en Magisterio de Educación Infantil,Universidad Politécnica de Cataluña,Pública,Barcelona,Cataluña,Presencial,4,240,Ciencias Sociales y Jurídicas,9.7,190,Catalán/Español,https://www.upc.edu
Grado en Magisterio de Educación Infantil,Universidad Politécnica de Madrid,Pública,Madrid,Comunidad de Madrid,Presencial,4,240,Ciencias Sociales y Jurídicas,11.3,185,Español/Inglés,https://www.upm.es
Grado en Magisterio de Educación Infantil,Universidad Politécnica de Valencia,Pública,Valencia,Comunidad Valenciana,Presencial,4,240,Ciencias Sociales y Jurídicas,10.9,110,Valenciano/Español,https://www.upv.es
Grado en Magisterio de Educación Infantil,Universidad Pompeu Fabra,Pública,Barcelona,Cataluña,Presencial,4,240,Ciencias Sociales y Jurídicas,9.9,115,Catalán/Español/Inglés,https://www.upf.edu
Grado en Magisterio de Educación Infantil,Universidad Pontificia Comillas,Privada,Madrid,Comunidad de Madrid,Presencial,4,240,Ciencias Sociales y Jurídicas,9.2,100,Español/Inglés,https://www.comillas.edu
Grado en Magisterio de Educación Infantil,Universidad Pública de Navarra,Pública,Pamplona,Navarra,Presencial,4,240,Ciencias Sociales y Jurídicas,9.0,80,Español/Vasco,https://www.unavarra.es
Grado en Magisterio de Educación Infantil,Universidad Rey Juan Carlos,Pública,Móstoles,Comunidad de Madrid,Presencial,4,240,Ciencias Sociales y Jurídicas,9.8,135,Español,https://www.urjc.es
Grado en Magisterio de Educación Infantil,Universidad Rovira i Virgili,Pública,Tarragona,Cataluña,Presencial,4,240,Ciencias Sociales y Jurídicas,8.8,180,Catalán/Español,https://www.urv.cat
Grado en Magisterio de Educación Infantil,Universidad San Jorge,Privada,Zaragoza,Aragón,Presencial,4,240,Ciencias Sociales y Jurídicas,10.4,100,Español/Inglés,https://www.usj.es
Grado en Magisterio de Educación Infantil,Universidad de A Coruña,Pública,A Coruña,Galicia,Presencial,4,240,Ciencias Sociales y Jurídicas,10.8,110,Gallego/Español,https://www.udc.es
Grado en Magisterio de Educación Infantil,Universidad de Alcalá,Pública,Alcalá de Henares,Comunidad de Madrid,Presencial,4,240,Ciencias Sociales y Jurídicas,9.3,190,Español,https://www.uah.es
Grado en Magisterio de Educación Infantil,Universidad de Alicante,Pública,Alicante,Comunidad Valenciana,Presencial,4,240,Ciencias Sociales y Jurídicas,9.3,170,Valenciano/Español,https://www.ua.es
Grado en Magisterio de Educación Infantil,Universidad de Almería,Pública,Almería,Andalucía,Presencial,4,240,Ciencias Sociales y Jurídicas,10.4,190,Español,https://www.ual.es
Grado en Magisterio de Educación Infantil,Universidad de Barcelona,Pública,Barcelona,Cataluña,Presencial,4,240,Ciencias Sociales y Jurídicas,10.7,105,Catalán/Español,https://www.ub.edu
Grado en Magisterio de Educación Infantil,Universidad de Burgos,Pública,Burgos,Castilla y León,Presencial,4,240,Ciencias Sociales y Jurídicas,10.3,120,Español,https://www.ubu.es
Grado en Magisterio de Educación Infantil,Universidad de Cantabria,Pública,Santander,Cantabria,Presencial,4,240,Ciencias Sociales y Jurídicas,9.1,100,Español,https://www.unican.es
Grado en Magisterio de Educación Infantil,Universidad de Castilla-La Mancha,Pública,Ciudad Real,Castilla-La Mancha,Presencial,4,240,Ciencias Sociales y Jurídicas,8.6,175,Español,https://www.uclm.es
Grado en Magisterio de Educación Infantil,Universidad de Cádiz,Pública,Cádiz,Andalucía,Presencial,4,240,Ciencias Sociales y Jurídicas,10.9,175,Español,https://www.uca.es
Grado en Magisterio de Educación Infantil,Universidad de Córdoba,Pública,Córdoba,Andalucía,Presencial,4,240,Ciencias Sociales y Jurídicas,8.8,195,Español,https://www.uco.es
Grado en Magisterio de Educación Infantil,Universidad de Deusto,Privada,Bilbao,País Vasco,Presencial,4,240,Ciencias Sociales y Jurídicas,9.4,110,Español/Inglés,https://www.deusto.es
Grado en Magisterio de Educación Infantil,Universidad de Extremadura,Pública,Badajoz,Extremadura,Presencial,4,240,Ciencias Sociales y Jurídicas,11.4,170,Español,https://www.unex.es
Grado en Magisterio de Educación Infantil,Universidad de Girona,Pública,Girona,Cataluña,Presencial,4,240,Ciencias Sociales y Jurídicas,9.8,195,Catalán/Español,https://www.udg.edu
Grado en Magisterio de Educación Infantil,Universidad de Granada,Pública,Granada,Andalucía,Presencial,4,240,Ciencias Sociales y Jurídicas,10.5,110,Español,https://www.ugr.es
Grado en Magisterio de Educación Infantil,Universidad de Huelva,Pública,Huelva,Andalucía,Presencial,4,240,Ciencias Sociales y Jurídicas,9.6,125,Español,https://www.uhu.es
Grado en Magisterio de Educación Infantil,Universidad de Jaén,Pública,Jaén,Andalucía,Presencial,4,240,Ciencias Sociales y Jurídicas,9.9,110,Español,https://www.ujaen.es
Grado en Magisterio de Educación Infantil,Universidad de La Laguna,Pública,San Cristóbal de La Laguna,Islas Canarias,Presencial,4,240,Ciencias Sociales y Jurídicas,11.0,170,Español,https://www.ull.es
Grado en Magisterio de Educación Infantil,Universidad de La Rioja,Pública,Logroño,La Rioja,Presencial,4,240,Ciencias Sociales y Jurídicas,11.4,175,Español,https://www.unirioja.es
Grado en Magisterio de Educación Infantil,Universidad de Las Palmas de Gran Canaria,Pública,Las Palmas de G.C.,Islas Canarias,Presencial,4,240,Ciencias Sociales y Jurídicas,10.2,155,Español,https://www.ulpgc.es
Grado en Magisterio de Educación Infantil,Universidad de León,Pública,León,Castilla y León,Presencial,4,240,Ciencias Sociales y Jurídicas,11.3,135,Español,https://www.unileon.es
Grado en Magisterio de Educación Infantil,Universidad de Lleida,Pública,Lleida,Cataluña,Presencial,4,240,Ciencias Sociales y Jurídicas,10.2,115,Catalán/Español,https://www.udl.es
Grado en Magisterio de Educación Infantil,Universidad de Mondragón,Privada,Mondragón,País Vasco,Presencial,4,240,Ciencias Sociales y Jurídicas,9.6,70,Vasco/Español,https://www.mondragon.edu
Grado en Magisterio de Educación Infantil,Universidad de Murcia,Pública,Murcia,Región de Murcia,Presencial,4,240,Ciencias Sociales y Jurídicas,8.8,180,Español,https://www.um.es
Grado en Magisterio de Educación Infantil,Universidad de Málaga,Pública,Málaga,Andalucía,Presencial,4,240,Ciencias Sociales y Jurídicas,10.7,120,Español,https://www.uma.es
Grado en Magisterio de Educación Infantil,Universidad de Navarra,Privada,Pamplona,Navarra,Presencial,4,240,Ciencias Sociales y Jurídicas,9.1,75,Español/Inglés,https://www.unav.edu
Grado en Magisterio de Educación Infantil,Universidad de Oviedo,Pública,Oviedo,Asturias,Presencial,4,240,Ciencias Sociales y Jurídicas,9.9,140,Español,https://www.uniovi.es
Grado en Magisterio de Educación Infantil,Universidad de Salamanca,Pública,Salamanca,Castilla y León,Presencial,4,240,Ciencias Sociales y Jurídicas,11.9,155,Español,https://www.usal.es
Grado en Magisterio de Educación Infantil,Universidad de Santiago de Compostela,Pública,Santiago de Compostela,Galicia,Presencial,4,240,Ciencias Sociales y Jurídicas,9.2,175,Gallego/Español,https://www.usc.gal
Grado en Magisterio de Educación Infantil,Universidad de Sevilla,Pública,Sevilla,Andalucía,Presencial,4,240,Ciencias Sociales y Jurídicas,8.7,175,Español,https://www.us.es
Grado en Magisterio de Educación Infantil,Universidad de Valencia,Pública,Valencia,Comunidad Valenciana,Presencial,4,240,Ciencias Sociales y Jurídicas,10.6,170,Valenciano/Español,https://www.uv.es
Grado en Magisterio de Educación Infantil,Universidad de Valladolid,Pública,Valladolid,Castilla y León,Presencial,4,240,Ciencias Sociales y Jurídicas,11.2,110,Español,https://www.uva.es
Grado en Magisterio de Educación Infantil,Universidad de Vigo,Pública,Vigo,Galicia,Presencial,4,240,Ciencias Sociales y Jurídicas,9.9,125,Gallego/Español,https://www.uvigo.gal
Grado en Magisterio de Educación Infantil,Universidad de Zaragoza,Pública,Zaragoza,Aragón,Presencial,4,240,Ciencias Sociales y Jurídicas,9.1,165,Español,https://www.unizar.es
Grado en Magisterio de Educación Infantil,Universidad de las Islas Baleares,Pública,Palma de Mallorca,Islas Baleares,Presencial,4,240,Ciencias Sociales y Jurídicas,9.0,130,Catalán/Español,https://www.uib.es
Grado en Magisterio de Educación Infantil,Universidad del País Vasco,Pública,Bilbao,País Vasco,Presencial,4,240,Ciencias Sociales y Jurídicas,10.0,125,Vasco/Español,https://www.ehu.eus
Grado en Magisterio de Educación Primaria,IE University,Privada,Segovia,Castilla y León,Presencial,4,240,Ciencias Sociales y Jurídicas,9.3,95,Español/Inglés,https://www.ie.edu
Grado en Magisterio de Educación Primaria,Universidad Alfonso X el Sabio,Privada,Villanueva de la Cañada,Comunidad de Madrid,Presencial,4,240,Ciencias Sociales y Jurídicas,9.5,60,Español,https://www.uax.es
Grado en Magisterio de Educación Primaria,Universidad Autónoma de Barcelona,Pública,Bellaterra,Cataluña,Presencial,4,240,Ciencias Sociales y Jurídicas,10.4,195,Catalán/Español,https://www.uab.cat
Grado en Magisterio de Educación Primaria,Universidad Autónoma de Madrid,Pública,Madrid,Comunidad de Madrid,Presencial,4,240,Ciencias Sociales y Jurídicas,9.4,195,Español,https://www.uam.es
Grado en Magisterio de Educación Primaria,Universidad CEU Cardenal Herrera,Privada,Valencia,Comunidad Valenciana,Presencial,4,240,Ciencias Sociales y Jurídicas,10.7,90,Español,https://www.uchceu.es
Grado en Magisterio de Educación Primaria,Universidad CEU San Pablo,Privada,Madrid,Comunidad de Madrid,Presencial,4,240,Ciencias Sociales y Jurídicas,10.2,50,Español/Inglés,https://www.uspceu.com
Grado en Magisterio de Educación Primaria,Universidad Carlos III de Madrid,Pública,Getafe,Comunidad de Madrid,Presencial,4,240,Ciencias Sociales y Jurídicas,9.4,195,Español/Inglés,https://www.uc3m.es
Grado en Magisterio de Educación Primaria,Universidad Católica de Murcia (UCAM),Privada,Murcia,Región de Murcia,Presencial,4,240,Ciencias Sociales y Jurídicas,9.5,65,Español/Inglés,https://www.ucam.edu
Grado en Magisterio de Educación Primaria,Universidad Católica de Valencia,Privada,Valencia,Comunidad Valenciana,Presencial,4,240,Ciencias Sociales y Jurídicas,9.1,85,Español,https://www.ucv.es
Grado en Magisterio de Educación Primaria,Universidad Complutense de Madrid,Pública,Madrid,Comunidad de Madrid,Presencial,4,240,Ciencias Sociales y Jurídicas,9.5,90,Español,https://www.ucm.es
Grado en Magisterio de Educación Primaria,Universidad Francisco de Vitoria,Privada,Madrid,Comunidad de Madrid,Presencial,4,240,Ciencias Sociales y Jurídicas,11.2,75,Español/Inglés,https://www.ufv.es
Grado en Magisterio de Educación Primaria,Universidad Internacional de Cataluña,Privada,Barcelona,Cataluña,Presencial,4,240,Ciencias Sociales y Jurídicas,9.8,90,Español/Inglés,https://www.uic.es
Grado en Magisterio de Educación Primaria,Universidad Jaume I,Pública,Castellón de la Plana,Comunidad Valenciana,Presencial,4,240,Ciencias Sociales y Jurídicas,9.8,125,Valenciano/Español,https://www.uji.es
Grado en Magisterio de Educación Primaria,Universidad Loyola Andalucía,Privada,Sevilla,Andalucía,Presencial,4,240,Ciencias Sociales y Jurídicas,10.9,115,Español/Inglés,https://www.uloyola.es
Grado en Magisterio de Educación Primaria,Universidad Miguel Hernández,Pública,Elche,Comunidad Valenciana,Presencial,4,240,Ciencias Sociales y Jurídicas,11.4,90,Valenciano/Español,https://www.umh.es
Grado en Magisterio de Educación Primaria,Universidad Nebrija,Privada,Madrid,Comunidad de Madrid,Presencial,4,240,Ciencias Sociales y Jurídicas,11.4,70,Español/Inglés,https://www.nebrija.es
Grado en Magisterio de Educación Primaria,Universidad Pablo de Olavide,Pública,Sevilla,Andalucía,Presencial,4,240,Ciencias Sociales y Jurídicas,8.7,150,Español,https://www.upo.es
Grado en Magisterio de Educación Primaria,Universidad Politécnica de Cartagena,Pública,Cartagena,Región de Murcia,Presencial,4,240,Ciencias Sociales y Jurídicas,9.9,90,Español,https://www.upct.es
Grado en Magisterio de Educación Primaria,Universidad Politécnica de Cataluña,Pública,Barcelona,Cataluña,Presencial,4,240,Ciencias Sociales y Jurídicas,10.0,160,Catalán/Español,https://www.upc.edu
Grado en Magisterio de Educación Primaria,Universidad Politécnica de Madrid,Pública,Madrid,Comunidad de Madrid,Presencial,4,240,Ciencias Sociales y Jurídicas,9.9,195,Español/Inglés,https://www.upm.es
Grado en Magisterio de Educación Primaria,Universidad Politécnica de Valencia,Pública,Valencia,Comunidad Valenciana,Presencial,4,240,Ciencias Sociales y Jurídicas,10.6,160,Valenciano/Español,https://www.upv.es
Grado en Magisterio de Educación Primaria,Universidad Pompeu Fabra,Pública,Barcelona,Cataluña,Presencial,4,240,Ciencias Sociales y Jurídicas,11.2,85,Catalán/Español/Inglés,https://www.upf.edu
Grado en Magisterio de Educación Primaria,Universidad Pontificia Comillas,Privada,Madrid,Comunidad de Madrid,Presencial,4,240,Ciencias Sociales y Jurídicas,10.2,85,Español/Inglés,https://www.comillas.edu
Grado en Magisterio de Educación Primaria,Universidad Pública de Navarra,Pública,Pamplona,Navarra,Presencial,4,240,Ciencias Sociales y Jurídicas,8.6,130,Español/Vasco,https://www.unavarra.es
Grado en Magisterio de Educación Primaria,Universidad Rey Juan Carlos,Pública,Móstoles,Comunidad de Madrid,Presencial,4,240,Ciencias Sociales y Jurídicas,9.0,105,Español,https://www.urjc.es
Grado en Magisterio de Educación Primaria,Universidad Rovira i Virgili,Pública,Tarragona,Cataluña,Presencial,4,240,Ciencias Sociales y Jurídicas,10.4,135,Catalán/Español,https://www.urv.cat
Grado en Magisterio de Educación Primaria,Universidad San Jorge,Privada,Zaragoza,Aragón,Presencial,4,240,Ciencias Sociales y Jurídicas,9.6,110,Español/Inglés,https://www.usj.es
Grado en Magisterio de Educación Primaria,Universidad de A Coruña,Pública,A Coruña,Galicia,Presencial,4,240,Ciencias Sociales y Jurídicas,10.1,135,Gallego/Español,https://www.udc.es
Grado en Magisterio de Educación Primaria,Universidad de Alcalá,Pública,Alcalá de Henares,Comunidad de Madrid,Presencial,4,240,Ciencias Sociales y Jurídicas,9.2,150,Español,https://www.uah.es
Grado en Magisterio de Educación Primaria,Universidad de Alicante,Pública,Alicante,Comunidad Valenciana,Presencial,4,240,Ciencias Sociales y Jurídicas,10.7,140,Valenciano/Español,https://www.ua.es
Grado en Magisterio de Educación Primaria,Universidad de Almería,Pública,Almería,Andalucía,Presencial,4,240,Ciencias Sociales y Jurídicas,9.6,115,Español,https://www.ual.es
Grado en Magisterio de Educación Primaria,Universidad de Barcelona,Pública,Barcelona,Cataluña,Presencial,4,240,Ciencias Sociales y Jurídicas,10.5,110,Catalán/Español,https://www.ub.edu
Grado en Magisterio de Educación Primaria,Universidad de Burgos,Pública,Burgos,Castilla y León,Presencial,4,240,Ciencias Sociales y Jurídicas,10.0,195,Español,https://www.ubu.es
Grado en Magisterio de Educación Primaria,Universidad de Cantabria,Pública,Santander,Cantabria,Presencial,4,240,Ciencias Sociales y Jurídicas,9.8,165,Español,https://www.unican.es
Grado en Magisterio de Educación Primaria,Universidad de Castilla-La Mancha,Pública,Ciudad Real,Castilla-La Mancha,Presencial,4,240,Ciencias Sociales y Jurídicas,10.7,140,Español,https://www.uclm.es
Grado en Magisterio de Educación Primaria,Universidad de Cádiz,Pública,Cádiz,Andalucía,Presencial,4,240,Ciencias Sociales y Jurídicas,10.6,125,Español,https://www.uca.es
Grado en Magisterio de Educación Primaria,Universidad de Córdoba,Pública,Córdoba,Andalucía,Presencial,4,240,Ciencias Sociales y Jurídicas,11.1,190,Español,https://www.uco.es
Grado en Magisterio de Educación Primaria,Universidad de Deusto,Privada,Bilbao,País Vasco,Presencial,4,240,Ciencias Sociales y Jurídicas,9.5,85,Español/Inglés,https://www.deusto.es
Grado en Magisterio de Educación Primaria,Universidad de Extremadura,Pública,Badajoz,Extremadura,Presencial,4,240,Ciencias Sociales y Jurídicas,11.2,125,Español,https://www.unex.es
Grado en Magisterio de Educación Primaria,Universidad de Girona,Pública,Girona,Cataluña,Presencial,4,240,Ciencias Sociales y Jurídicas,9.9,150,Catalán/Español,https://www.udg.edu
Grado en Magisterio de Educación Primaria,Universidad de Granada,Pública,Granada,Andalucía,Presencial,4,240,Ciencias Sociales y Jurídicas,8.8,175,Español,https://www.ugr.es
Grado en Magisterio de Educación Primaria,Universidad de Huelva,Pública,Huelva,Andalucía,Presencial,4,240,Ciencias Sociales y Jurídicas,8.9,90,Español,https://www.uhu.es
Grado en Magisterio de Educación Primaria,Universidad de Jaén,Pública,Jaén,Andalucía,Presencial,4,240,Ciencias Sociales y Jurídicas,10.8,145,Español,https://www.ujaen.es
Grado en Magisterio de Educación Primaria,Universidad de La Laguna,Pública,San Cristóbal de La Laguna,Islas Canarias,Presencial,4,240,Ciencias Sociales y Jurídicas,9.7,140,Español,https://www.ull.es
Grado en Magisterio de Educación Primaria,Universidad de La Rioja,Pública,Logroño,La Rioja,Presencial,4,240,Ciencias Sociales y Jurídicas,8.6,95,Español,https://www.unirioja.es
Grado en Magisterio de Educación Primaria,Universidad de Las Palmas de Gran Canaria,Pública,Las Palmas de G.C.,Islas Canarias,Presencial,4,240,Ciencias Sociales y Jurídicas,10.3,80,Español,https://www.ulpgc.es
Grado en Magisterio de Educación Primaria,Universidad de León,Pública,León,Castilla y León,Presencial,4,240,Ciencias Sociales y Jurídicas,10.8,90,Español,https://www.unileon.es
Grado en Magisterio de Educación Primaria,Universidad de Lleida,Pública,Lleida,Cataluña,Presencial,4,240,Ciencias Sociales y Jurídicas,8.9,195,Catalán/Español,https://www.udl.es
Grado en Magisterio de Educación Primaria,Universidad de Mondragón,Privada,Mondragón,País Vasco,Presencial,4,240,Ciencias Sociales y Jurídicas,9.8,75,Vasco/Español,https://www.mondragon.edu
Grado en Magisterio de Educación Primaria,Universidad de Murcia,Pública,Murcia,Región de Murcia,Presencial,4,240,Ciencias Sociales y Jurídicas,9.1,170,Español,https://www.um.es
Grado en Magisterio de Educación Primaria,Universidad de Málaga,Pública,Málaga,Andalucía,Presencial,4,240,Ciencias Sociales y Jurídicas,9.4,110,Español,https://www.uma.es
Grado en Magisterio de Educación Primaria,Universidad de Navarra,Privada,Pamplona,Navarra,Presencial,4,240,Ciencias Sociales y Jurídicas,9.8,70,Español/Inglés,https://www.unav.edu
Grado en Magisterio de Educación Primaria,Universidad de Oviedo,Pública,Oviedo,Asturias,Presencial,4,240,Ciencias Sociales y Jurídicas,10.1,180,Español,https://www.uniovi.es
Grado en Magisterio de Educación Primaria,Universidad de Salamanca,Pública,Salamanca,Castilla y León,Presencial,4,240,Ciencias Sociales y Jurídicas,11.5,120,Español,https://www.usal.es
Grado en Magisterio de Educación Primaria,Universidad de Santiago de Compostela,Pública,Santiago de Compostela,Galicia,Presencial,4,240,Ciencias Sociales y Jurídicas,10.6,140,Gallego/Español,https://www.usc.gal
Grado en Magisterio de Educación Primaria,Universidad de Sevilla,Pública,Sevilla,Andalucía,Presencial,4,240,Ciencias Sociales y Jurídicas,11.1,85,Español,https://www.us.es
